condition,replicate,generation,shannon_diversity,richness,dominant_fraction,top3_fraction,vacancies
KtW_ON,0,83,2.211762210744164,10,0.14081632653061224,0.3920408163265306,757
KtW_ON,0,84,2.2088490609881233,10,0.14020408163265305,0.3942857142857143,748
KtW_ON,0,85,2.208815805951747,10,0.14142857142857143,0.3930612244897959,759
KtW_ON,0,86,2.2062001152755495,10,0.14326530612244898,0.39877551020408164,730
KtW_ON,0,87,2.2060168668238602,10,0.14448979591836736,0.39816326530612245,737
KtW_ON,0,88,2.2015256546838144,10,0.1446938775510204,0.4,719
KtW_ON,0,89,2.200347863011193,10,0.14530612244897959,0.3985714285714286,732
KtW_ON,0,90,2.1984459535066136,10,0.14653061224489797,0.39938775510204083,725
KtW_ON,0,91,2.197706433530462,10,0.14673469387755103,0.39755102040816326,709
KtW_ON,0,92,2.1963096860025333,10,0.14857142857142858,0.3961224489795918,738
KtW_ON,0,93,2.1952510048658063,10,0.14979591836734693,0.3977551020408163,725
KtW_ON,0,94,2.192043069238857,10,0.1520408163265306,0.4010204081632653,718
KtW_ON,0,95,2.192873226052321,10,0.15081632653061225,0.4020408163265306,714
KtW_ON,0,96,2.1890805235114263,10,0.15122448979591838,0.40551020408163263,715
KtW_ON,0,97,2.1826819861342748,10,0.14673469387755103,0.40469387755102043,743
KtW_ON,0,98,2.181213622312879,10,0.14510204081632652,0.4038775510204082,734
KtW_ON,0,99,2.1766374984147214,10,0.14448979591836736,0.4051020408163265,738
KtW_ON,0,100,2.1711568022850765,10,0.14714285714285713,0.4069387755102041,735
KtW_ON,0,101,2.168887525349492,10,0.14653061224489797,0.40816326530612246,748
KtW_ON,0,102,2.166310078739404,10,0.1473469387755102,0.40938775510204084,733
KtW_ON,0,103,2.1654090213929953,10,0.14755102040816326,0.40775510204081633,731
KtW_ON,0,104,2.1618913887672604,10,0.14755102040816326,0.40938775510204084,735
KtW_ON,0,105,2.1575514673384055,10,0.15040816326530612,0.4138775510204082,716
KtW_ON,0,106,2.158513838633778,10,0.15122448979591838,0.41285714285714287,728
KtW_ON,0,107,2.1573432466659916,10,0.15081632653061225,0.4146938775510204,724
KtW_ON,0,108,2.154155137979148,10,0.15224489795918367,0.41714285714285715,697
